name,code,price,category,unit,stock,description,barcode,moysklad_id
Труба профильная 50х50х2.5 Северсталь,00100,230.0,Труба квадрат,м,0,,2000000001029,e7cf2d86-a517-11ea-0a80-00ac0000e001
Труба профильная 50х50х2т Северсталь,00368,210.0,Труба квадрат,м,0,,2000000004303,48283b26-34bb-11eb-0a80-06370011af7a
Труба профильная 50х50х3 Северсталь,00109,255.0,Труба квадрат,м,0,,2000000001111,e7d0d21d-a517-11ea-0a80-00ac0000e005
Труба профильная 60х60х1.5мм Северсталь,00053,200.0,Труба квадрат,м,0,,2000000000558,e7d58e84-a517-11ea-0a80-00ac0000e011
Труба профильная 60х60х1.5т Северсталь,00337,210.0,Труба квадрат,м,0,,2000000003856,6b820b8c-e559-11ea-0a80-091400288006
Труба профильная 60х60х2 Северсталь,00150,225.0,Труба квадрат,м,0,,2000000001524,e7d72eb1-a517-11ea-0a80-00ac0000e015
Труба профильная 60х60х2.5 Северсталь,00102,320.0,Труба квадрат,м,0,,2000000001043,e7d8d402-a517-11ea-0a80-00ac0000e019
Труба профильная 60х60х2т Северсталь,00353,280.0,Труба квадрат,м,0,,2000000004099,5dab3e0f-ff2a-11ea-0a80-01c300093f7f
Труба профильная 60х60х3,00091,320.0,Труба квадрат,м,0,,2000000000930,e7da752f-a517-11ea-0a80-00ac0000e01d
Труба профильная 80х80х2 Северсталь,00117,340.0,Труба квадрат,м,0,,2000000001197,e7e677aa-a517-11ea-0a80-00ac0000e035
Труба профильная 80х80х2.5 Северсталь,00140,390.0,Труба квадрат,м,0,,2000000001425,e7e87f25-a517-11ea-0a80-00ac0000e039
Труба профильная 80х80х3 Северсталь д 6м,00110,420.0,Труба квадрат,м,0,,2000000001128,e7ea0f01-a517-11ea-0a80-00ac0000e03d
Труба профильная 80х80х4 Северсталь,00463,560.0,Труба квадрат,м,0,,2000000005621,2475e0b5-4388-11f0-0a80-0e980017459f
Труба ВГП   108х4 Северсталь,00264,900.0,Труба оцинк,м,0,,2000000002804,cf5e0d47-a5a1-11ea-0a80-00ac0020d0dd
Труба ВГП оцинкованная   57х3.0 Северсталь,00192,700.0,Труба оцинк,м,0,,2000000002088,cf55a111-a5a1-11ea-0a80-00ac0020d0cf
Труба ВГП оцинкованная   57х3.5 Северсталь,00396,520.0,Труба оцинк,м,0,,2000000004730,3c797159-3be6-11ed-0a80-09f30019ae15
Труба ВГП оцинкованная   76х3.5 Северсталь,00194,650.0,Труба оцинк,м,0,,2000000002101,cf5854f6-a5a1-11ea-0a80-00ac0020d0d4
Труба ВГП оцинкованная   89х4 Северсталь,00226,860.0,Труба оцинк,м,0,,2000000002422,cf5b1336-a5a1-11ea-0a80-00ac0020d0d8
Труба ВГП оцинкованная  ду 15х2.8 Северсталь,00201,145.0,Труба оцинк,м,0,,2000000002170,cf4616f0-a5a1-11ea-0a80-00ac0020d0b0
Труба ВГП оцинкованная  ду 20х2.8 Северсталь,00260,200.0,Труба оцинк,м,0,,2000000002767,cf47b9fd-a5a1-11ea-0a80-00ac0020d0b5
Труба ВГП оцинкованная  ду 25х2.8 Северсталь,00236,325.0,Труба оцинк,м,0,,2000000002521,cf495a0f-a5a1-11ea-0a80-00ac0020d0b9
Труба ВГП оцинкованная  ду 25х3.2 Северсталь,00196,260.0,Труба оцинк,м,0,,2000000002125,cf4ba703-a5a1-11ea-0a80-00ac0020d0bd
Труба ВГП оцинкованная  ду 32х2.8 Северсталь,00228,260.0,Труба оцинк,м,0,,2000000002446,cf4df050-a5a1-11ea-0a80-00ac0020d0c2
Труба ВГП оцинкованная  ду 32х3.2 Северсталь,00189,360.0,Труба оцинк,м,0,,2000000002057,cf508470-a5a1-11ea-0a80-00ac0020d0c6
Труба ВГП оцинкованная  ду 40х3.5 Северсталь,00178,380.0,Труба оцинк,м,0,,2000000001944,cf52dce0-a5a1-11ea-0a80-00ac0020d0cb
Труба профильная 100х50х2 Северсталь,00062,350.0,Труба проф,м,0,,2000000000640,e7f41915-a517-11ea-0a80-00ac0000e056
Труба профильная 100х50х3 Северсталь,00301,415.0,Труба проф,м,0,,2000000003221,5eecc169-a782-11ea-0a80-012a00052a17
Труба профильная 100х50х4 Северсталь,00462,520.0,Труба проф,м,0,,2000000005744,96a4de4e-d69e-11f0-0a80-179a00125d08
Труба профильная 100х60х3 Северсталь,00121,365.0,Труба проф,м,0,,2000000001234,e7f63c11-a517-11ea-0a80-00ac0000e05a
Труба профильная 120х60х3 Северсталь,00395,550.0,Труба проф,м,0,,2000000004723,027e5219-3bdd-11ed-0a80-054a00174195
Труба профильная 120х60х4 Северсталь,00383,720.0,Труба проф,м,0,,2000000004587,d43b8f18-07ec-11ed-0a80-03ea00036625
Труба профильная 30х20х1.2,00461,50.0,Труба проф,м,0,,2000000005737,e9cfb270-d04c-11f0-0a80-17870011a5f4
Труба профильная 30х20х1.5 Северсталь,00135,75.0,Труба проф,м,0,,2000000001371,e7bb4b98-a517-11ea-0a80-00ac0000dfd1
Труба профильная 40х20х1.2 Северсталь,00312,63.0,Труба проф,м,0,,2000000003443,9443a7b4-b605-11ea-0a80-052e00166aea
Труба профильная 40х20х1.5 Северсталь,00050,85.0,Труба проф,м,0,,2000000000527,e7c5282c-a517-11ea-0a80-00ac0000dfe9
Труба профильная 40х20х1.8т Северсталь,00332,100.0,Труба проф,м,0,,2000000003771,fd02b881-d6f1-11ea-0a80-03c70014c8b7
Труба профильная 40х20х2 Северсталь,00046,100.0,Труба проф,м,0,,2000000000480,e7c6c929-a517-11ea-0a80-00ac0000dfed
Труба профильная 40х20х2.5 Северсталь,00453,145.0,Труба проф,м,0,,2000000005539,4a1aaa05-052c-11ef-0a80-16a2001412c9
Труба профильная 40х20х2т Северсталь,00330,135.0,Труба проф,м,0,,2000000003757,5db023ca-d6ed-11ea-0a80-05a90014c320
Труба профильная 40х20х3 Северсталь,00460,140.0,Труба проф,м,0,,2000000005669,6d3cd0e9-8f04-11f0-0a80-1baa000df5e1
Труба профильная 40х25х1.5 Северсталь,00138,105.0,Труба проф,м,0,,2000000001401,e7c88bd5-a517-11ea-0a80-00ac0000dff1
Труба профильная 40х25х1.5т Северсталь,00333,110.0,Труба проф,м,0,,2000000003788,59c306b9-d6f2-11ea-0a80-021700149162
Труба профильная 40х25х2 Северсталь,00015,140.0,Труба проф,м,0,,2000000000176,e7ca3b1a-a517-11ea-0a80-00ac0000dff5
Труба профильная 50х25х1.5 Северсталь,00099,115.0,Труба проф,м,0,,2000000001012,e7d257b6-a517-11ea-0a80-00ac0000e009
Труба профильная 50х25х1.5т Северсталь,00359,170.0,Труба проф,м,0,,2000000004198,cbc37204-15ee-11eb-0a80-010e0014d5de
Труба профильная 50х25х2 Северсталь д 6м,00030,135.0,Труба проф,м,0,,2000000000329,e7d3fa41-a517-11ea-0a80-00ac0000e00d
"Труба профильная 50х25х2,5 Северсталь",00452,190.0,Труба проф,м,0,,2000000005522,ad01c8df-e533-11ee-0a80-117a0042e525
Труба профильная 50х25х2т Северсталь,00329,185.0,Труба проф,м,0,,2000000003726,7d3b7bed-ccfc-11ea-0a80-01d5000e3100
Труба профильная 50х25х3 Северсталь,00415,200.0,Труба проф,м,0,,2000000005058,acd454ce-fd34-11ed-0a80-13420020eb78
Труба профильная 60х30х1.5 Северсталь,00006,140.0,Труба проф,м,0,,2000000000084,e7dc04c7-a517-11ea-0a80-00ac0000e021
Труба профильная 60х30х2 Северсталь,00024,175.0,Труба проф,м,0,,2000000000268,e7ddbb72-a517-11ea-0a80-00ac0000e025
"Труба профильная 60х30х2,5 Северсталь",00376,225.0,Труба проф,м,0,,2000000004402,61950fe6-7c2a-11eb-0a80-07de0010824a
Труба профильная 60х30х2т Северсталь,00351,240.0,Труба проф,м,0,,2000000004075,f4e9013f-f9a7-11ea-0a80-04c00009f56e
Труба профильная 60х30х3 Северсталь,00302,235.0,Труба проф,м,0,,2000000003238,8e1e76e9-aae6-11ea-0a80-09bf0005a875
Труба профильная 60х40х1.5 Северсталь,00039,155.0,Труба проф,м,0,,2000000000411,e7df3d06-a517-11ea-0a80-00ac0000e029
Труба профильная 60х40х2 Северсталь,00034,200.0,Труба проф,м,0,,2000000000367,e7e0e087-a517-11ea-0a80-00ac0000e02d
Труба профильная 60х40х2.5,00074,245.0,Труба проф,м,0,,2000000000763,e7e2710f-a517-11ea-0a80-00ac0000e031
Труба профильная 60х40х2т Северсталь,00358,260.0,Труба проф,м,0,,2000000004181,963d976c-0d35-11eb-0a80-024a0008657d
Труба профильная 60х40х3 Северсталь,00381,250.0,Труба проф,м,0,,2000000004549,75c2a800-8036-11ec-0a80-017200215555
Труба профильная 80х40х1.5 Северсталь,00095,360.0,Труба проф,м,0,,2000000000978,e7eb8ebb-a517-11ea-0a80-00ac0000e041
Труба профильная 80х40х2 Северсталь,00125,230.0,Труба проф,м,0,,2000000001272,e7ed020e-a517-11ea-0a80-00ac0000e045
Труба профильная 80х40х2.5 Северсталь,00155,295.0,Труба проф,м,0,,2000000001579,e7ee8622-a517-11ea-0a80-00ac0000e049
Труба профильная 80х40х2т Северсталь,00372,305.0,Труба проф,м,0,,2000000004365,6403d9b0-3e12-11eb-0a80-001000423a11
Труба профильная 80х40х3 Северсталь,00069,310.0,Труба проф,м,0,,2000000000718,e7f007db-a517-11ea-0a80-00ac0000e04d
Труба профильная 80х60х2 Северсталь,00137,325.0,Труба проф,м,0,,2000000001395,e7f28d69-a517-11ea-0a80-00ac0000e052
Труба профильная 80х60х3 Северсталь,00305,380.0,Труба проф,м,0,,2000000003269,8e4a5b73-aae6-11ea-0a80-09bf0005a87a
Труба электросварная 102х3 Северсталь,00026,330.0,Труба элсвар,м,0,,2000000000282,e84a9294-a517-11ea-0a80-00ac0000e132
Труба электросварная 108х3 Северсталь,00019,520.0,Труба элсвар,м,0,,2000000000213,e84c27b4-a517-11ea-0a80-00ac0000e136
Труба электросварная 133х4 Северсталь,00011,900.0,Труба элсвар,м,0,,2000000000138,e84dd1a7-a517-11ea-0a80-00ac0000e13a
Труба электросварная 159х4.5 Северсталь,00043,1100.0,Труба элсвар,м,0,,2000000000459,e84f6ad2-a517-11ea-0a80-00ac0000e13e
Труба электросварная 57х3 Северсталь,00001,265.0,Труба элсвар,м,0,,2000000000039,e845c527-a517-11ea-0a80-00ac0000e126
Труба электросварная 76х3 Северсталь,00088,350.0,Труба элсвар,м,0,,2000000000909,e8475f55-a517-11ea-0a80-00ac0000e12a
Труба электросварная 89х3 Северсталь,00118,420.0,Труба элсвар,м,0,,2000000001203,e84906bb-a517-11ea-0a80-00ac0000e12e
"Труба электросварная 89х3,5 Северсталь",00414,520.0,Труба элсвар,м,0,,2000000005034,e205ce38-f4b0-11ed-0a80-0f67000f5e12
Уголок 100х100х7 Северсталь,00303,620.0,Уголок,м,0,,2000000003245,8e8f52ff-aae6-11ea-0a80-09bf0005a87f
Уголок 100х100х8 Северсталь,00141,670.0,Уголок,м,0,,2000000001432,e80fe65a-a517-11ea-0a80-00ac0000e09e
Уголок 125х125х8 Северсталь,00309,1000.0,Уголок,м,0,,2000000003382,c042e95d-b242-11ea-0a80-0987001a687e
Уголок 25х25х3 Северсталь,00028,85.0,Уголок,м,0,,2000000000305,e7fc2fd7-a517-11ea-0a80-00ac0000e06a
Уголок 25х25х4 Северсталь,00055,120.0,Уголок,м,0,,2000000000572,e7fda937-a517-11ea-0a80-00ac0000e06e
Уголок 32х32х3 Северсталь,00020,110.0,Уголок,м,0,,2000000000220,e7ff3dd9-a517-11ea-0a80-00ac0000e072
Уголок 32х32х4 Северсталь,00113,160.0,Уголок,м,0,,2000000001159,e800f5e5-a517-11ea-0a80-00ac0000e076
Уголок 35х35х3 Северсталь,00060,120.0,Уголок,м,0,,2000000000626,e802ad39-a517-11ea-0a80-00ac0000e07a
Уголок 40х40х3 Северсталь,00139,125.0,Уголок,м,0,,2000000001418,e8041f3a-a517-11ea-0a80-00ac0000e07e
Уголок 40х40х4 Северсталь,00158,145.0,Уголок,м,0,,2000000001609,e8058f2f-a517-11ea-0a80-00ac0000e082
Уголок 45х45х3 Северсталь,00054,125.0,Уголок,м,0,,2000000000565,e806f355-a517-11ea-0a80-00ac0000e086
Уголок 45х45х4 Северсталь,00080,140.0,Уголок,м,0,,2000000000824,e8086e40-a517-11ea-0a80-00ac0000e08a
Уголок 50х50х4 Северсталь,00036,165.0,Уголок,м,0,,2000000000381,e809e672-a517-11ea-0a80-00ac0000e08e
Уголок 50х50х5 Северсталь,00004,245.0,Уголок,м,0,,2000000000060,e80b5b34-a517-11ea-0a80-00ac0000e092
Уголок 63х63х5 Северсталь,00018,260.0,Уголок,м,0,,2000000000206,e80ce05b-a517-11ea-0a80-00ac0000e096
Уголок 75х75х5 Северсталь,00002,320.0,Уголок,м,0,,2000000000046,e80e67da-a517-11ea-0a80-00ac0000e09a
Швеллер №10 Северсталь,00073,515.0,Швеллер,м,0,,2000000000756,e81641f9-a517-11ea-0a80-00ac0000e0ae
Швеллер №12 Северсталь,00092,700.0,Швеллер,м,0,,2000000000947,e817bfcf-a517-11ea-0a80-00ac0000e0b2
Швеллер №14 Северсталь,00078,815.0,Швеллер,м,0,,2000000000800,e8194564-a517-11ea-0a80-00ac0000e0b6
Швеллер №16 Северсталь,00120,950.0,Швеллер,м,0,,2000000001227,e81ac5d4-a517-11ea-0a80-00ac0000e0ba
Швеллер №18 Северсталь,00136,1380.0,Швеллер,м,0,,2000000001388,e81c52c4-a517-11ea-0a80-00ac0000e0be
Швеллер №20 Северсталь,00045,2350.0,Швеллер,м,0,,2000000000473,e81dd92a-a517-11ea-0a80-00ac0000e0c2
Швеллер №22 Северсталь,00082,1400.0,Швеллер,м,0,,2000000000848,e81f4d27-a517-11ea-0a80-00ac0000e0c6
Швеллер №24 Северсталь,00123,3000.0,Швеллер,м,0,,2000000001258,e820cf17-a517-11ea-0a80-00ac0000e0ca
Швеллер №5 Северсталь,00086,480.0,Швеллер,м,0,,2000000000886,e8119ffc-a517-11ea-0a80-00ac0000e0a2
Швеллер №6.5 Северсталь,00059,450.0,Швеллер,м,0,,2000000000619,e8133da7-a517-11ea-0a80-00ac0000e0a6
Швеллер №8 Северсталь,00041,500.0,Швеллер,м,0,,2000000000435,e814bd31-a517-11ea-0a80-00ac0000e0aa
"Диск отрезной 125*1,0",00365,30.0,Электроды,шт,0,,2000000004259,2f47b542-1797-11eb-0a80-05e7000311fa
"Диск отрезной 230*1,6",00364,60.0,Электроды,шт,0,,2000000004242,03238200-1797-11eb-0a80-06a60002d41e
"Электроды  Арсенал 3- 2,5кг",00363,850.0,Электроды,шт,0,,2000000004235,6b9d8e77-1795-11eb-0a80-04f90002b82c
